"Estamento","Grado","Titulo.Oficio","Funcion.Cargo","Unidad","BrutoHaber"
"ADMINISTRATIVO","12","ADMINISTRATIVO ESPECIALES","ADMINISTRATIVO ESPECIALES","SELLO EDITORIAL",836997
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN MATEMATICA Y COMPUTACION","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",1069764
"PROFESOR HORAS CLASES","S/G","DOCTOR OF PHILOSOPHY","HORAS CLASE","DPTO INGENIERIA GEOGRAFICA",305674
"PROFESIONALES","14","TECNOLOGO EN CONTROL INDUSTRIAL","ANALISTA","UNIDAD DE ADQUISICIONES",1147781
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN GEOGRAFIA","HORAS CLASE","DPTO INGENIERIA GEOGRAFICA",141940
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO DE MATEMATICAS Y ESTADISTICA","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",151869
"ACADEMICOS","6","PERIODISTA","JEFE CARRERA DE PERIODISMO","VICERRECTORIA ACADÉMICA",2925591
"ACADEMICOS","6","INGENIERO EN ALIMENTOS","ACADEMICO","DPTO. DE INVEST. CIENTIFICA",2550387
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO DE MATEMATICAS Y ESTADISTICA","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",614156
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL DE INDUSTRIAS CON MENCION EN ELECTRICIDAD","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",469406
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO DE MATEMATICAS Y ESTADISTICA","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",455606
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL ELECTRONICO","HORAS CLASE","DPTO INGENIERIA ELECTRICA",322067
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL DE INDUSTRIAS CON MENCION EN ELECTRICIDAD","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",771209
"ACADEMICOS","6","DOCTOR EN CIENCIAS DE RECURSOS NATURALES","ACADEMICO","DPTO. QUIMICA DE LOS MATERIALE",2622706
"PROFESIONALES","13","SOCIOLOGO","ANALISTA BASE DE DATOS","UNIDAD REGIST. ACAD Y CURRICUL",1188565
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO INGENIERIA MECANICA",186852
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO DE INGLES","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",547784
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN MATEMATICA Y COMPUTACION","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",315166
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL MECANICO","HORAS CLASE","DPTO INGENIERIA MECANICA",58159
"ADMINISTRATIVO","15","SECRETARIA ADMINISTRATIVA","SECRETARIA ADMINISTRATIVA","UNIDAD DE BIBLIOTECAS",796620
"PROFESIONALES","8","PROFESOR DE EDUCACION MEDIA EN MATEMATICAS Y FÍSICA","JEFE DE AREA","VICERRECTORIA ACADÉMICA",1271448
"PROFESOR HORAS CLASES","S/G","MAGISTER EN EDUCACION MENCION ORIENTACION EDUCACIONAL","HORAS CLASE","DEPARTAMENTO DE EDUCACIÓN",206819
"PROFESOR HORAS CLASES","S/G","MAGISTER EN EDUCACION MENCION ORIENTACION EDUCACIONAL","HORAS CLASE","DEPARTAMENTO DE EDUCACIÓN",600416
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN QUIMICA","HORAS CLASE","DPTO INGENIERIA QUIMICA",170559
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN INGLES","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",674557
"PROFESIONALES","10","SOCIOLOGO","ANALISTA DE LA CALIDAD","DIRECCIÓN CALIDAD Y SISTEMAS",1475252
"AUXILIARES","23","AUXILIAR DE SERVICIOS","AUXILIAR DE SERVICIOS","FACULTAD DE QUIMICA Y BIOLOGIA",506774
"ADMINISTRATIVO","21","ADMINISTRATIVO","ADMINISTRATIVO","DIRECCIÓN CALIDAD Y SISTEMAS",569976
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN MATEMATICA Y COMPUTACION","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",1069764
"ACADEMICOS","6","PERIODISTA","SECRETARIO FACULTAD DE DERECHO","FACULTAD DE DERECHO",3253080
"PROFESIONALES","8","INGENIERO EN GESTION INFORMATICA","PROFESIONAL","FACULTAD DE INGENIERÍA",1845194
"ACADEMICOS","4","DOCTOR EN ESTUDIOS AMERICANOS EN LA MENCION PENSAMIENTO Y CULTURA","ACADEMICO","INSTITUTO DE ESTUDIOS AVANZADO",3107652
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",408642
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",160786
"PROFESIONALES","6","ABOGADO(A)","ABOGADO","DIR. ASISTENCIA JURIDICA",2031770
"PROFESOR HORAS CLASES","S/G","MAGISTER EN ESTUDIOS SOCIALES Y POLITICOS LATINOAMERICANOS","HORAS CLASE","DEPTO DE HISTORIA",262961
"PROFESOR HORAS CLASES","S/G","QUIMICO","HORAS CLASE","DPTO. QUIMICA DE LOS MATERIALE",406959
"PROFESOR HORAS CLASES","S/G","INGENIERO DE EJECUCION EN GEOMENSURA","HORAS CLASE","DPTO INGENIERIA GEOGRAFICA",747936
"ACADEMICOS","6","DOCTOR EN QUIMICA INORGÁNICA MOLECULAR","ACADEMICO","DPTO. QUIMICA DE LOS MATERIALE",2568466
"PROFESOR HORAS CLASES","S/G","CONTADOR AUDITOR","HORAS CLASE","DPTO CONTABILIDAD Y AUDITOR",747041
"PROFESOR HORAS CLASES","S/G","QUIMICO","HORAS CLASE","DPTO. QUIMICA DE LOS MATERIALE",300208
"PROFESOR HORAS CLASES","S/G","INGENIERO COMERCIAL EN ECONOMIA","HORAS CLASE","DPTO CONTABILIDAD Y AUDITOR",248723
"ADMINISTRATIVO","20","ASISTENTE DE BIBLIOTECA","ASISTENTE DE BIBLIOTECA","UNIDAD DE BIBLIOTECAS",547225
"PROFESIONALES","10","MAGISTER EN GESTION CULTURAL APLICADA: POLITICAS Y GESTION DE INSTITUCIONES CULTURALES","JEFE DE SECCION","UNIDAD DE VOCACION ARTISTICA",776687
"PROFESIONALES","10","SOCIOLOGO","ANALISTA DE GESTION I","DIR.  DESARROLLO INSTITUCIONAL",1475252
"PROFESIONALES","12","INGENIERO DE EJECUCION EN TEXTIL","ENCARGADO DE LABORATORIO","DPTO INGENIERIA QUIMICA",724284
"ADMINISTRATIVO","20","ADMINISTRATIVO DE APOYO","ADMINISTRATIVO DE APOYO","DPTO. PLANFIC Y PRESUPUESTARIA",587764
"PROFESOR HORAS CLASES","S/G","MAGISTER EN GESTION CULTURAL APLICADA: POLITICAS Y GESTION DE INSTITUCIONES CULTURALES","JEFE DE SECCION","UNIDAD DE VOCACION ARTISTICA",1044099
"PROFESOR HORAS CLASES","S/G","MAGISTER EN HISTORIA EN LA MENCION DE HISTORIA DE CHILE","HORAS CLASE","DEPTO DE HISTORIA",253469
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO INGENIERIA INFORMATICA",220828
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO INGENIERIA QUIMICA",401961
"PROFESOR HORAS CLASES","S/G","INGENIERO COMERCIAL","HORAS CLASE","DPTO CIENCIA Y TEC.DE LOS ALIM",258448
"PROFESOR HORAS CLASES","S/G","INGENIERO COMERCIAL","HORAS CLASE","DPTO  INGENIERIA INDUSTRIAL",628832
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN MINAS","HORAS CLASE","DPTO INGENIERIA EN MINAS",253469
"PROFESOR HORAS CLASES","S/G","DOCTOR EN GEOGRAFIA. PLANIFICACION TERRITORIAL Y GESTION AMBIENTAL","HORAS CLASE","PROGRAMA BACHILLERATO",652562
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO  INGENIERIA INDUSTRIAL",247858
"PROFESOR HORAS CLASES","S/G","MAGISTER EN LINGÜÍSTICA MENCION SOCIOLINGUISTICA HISPONOAMERICANA","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",206819
"ACADEMICOS","6","ADMINISTRADOR PUBLICO","JEFE DE CARRERA ADM. PUBLICA","DPTO. GESTION Y POLITICAS PUB.",2997910
"PROFESOR HORAS CLASES","S/G","PROFESOR DE INGLES","HORAS CLASE","DPTO. GESTION Y POLITICAS PUB.",280009
"PROFESOR HORAS CLASES","S/G","PUBLICISTA","HORAS CLASE","DEPTO. DE PUBLICIDAD E IMAGEN",238556
"PROFESOR HORAS CLASES","S/G","DOCTOR EN GEOGRAFIA. PLANIFICACION TERRITORIAL Y GESTION AMBIENTAL","HORAS CLASE","PROGRAMA BACHILLERATO",398217
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",429197
"PROFESOR HORAS CLASES","S/G","PROFESOR DE INGLES","HORAS CLASE","DPTO. GESTION Y POLITICAS PUB.",286690
"ACADEMICOS","6","MASTER UNIVERSITARIO DI I LIVELLO IN DESIGN PER LO SVILUPPO DEL PRODOTTO INDUSTRIALE","ACADEMICO","DPTO. TECNOLOGIAS GENERALES",2622706
"PROFESIONALES","6","INGENIERO CIVIL EN INFORMATICA","PROFESIONAL","UNIDAD REGIST. ACAD Y CURRICUL",2188661
"PROFESIONALES","10","INGENIERO DE EJECUCION EN MINAS","RESPONSABLE TEC TEMP Y PRESION","DPTO INGENIERIA ELECTRICA",1491171
"ADMINISTRATIVO","15","SECRETARIA DE APOYO DOCENTE","SECRETARIA DE APOYO DOCENTE","DPTO MAT. Y CS. DE LA COMP.",846008
"AUXILIARES","21","MAYORDOMO","MAYORDOMO","CENTRO FELIX KLEIN",541881
"PROFESIONALES","10","PERIODISTA","PROFESIONAL","DEPARTAMENTO DE COMUNICACIONES",1475252
"ADMINISTRATIVO","17","SECRETARIA DE DIRECCION","SECRETARIA DE DIRECCION","DIRECCIÓN DE POSTGRADO",609800
"PROFESIONALES","10","CONTADOR PUBLICO Y AUDITOR","AUDITOR I","CONTRALORIA UNIVERSITARIA",1475252
"ADMINISTRATIVO","18","ADMINISTRATIVO DE REGISTRO CUR","ADMINISTRATIVO DE REGISTRO CUR","FACULTAD DE ADMINIST Y ECONOMI",629392
"AUXILIARES","19","AUXILIAR DE SERVICIOS","AUXILIAR DE SERVICIOS","INSTITUTO DE ESTUDIOS AVANZADO",601224
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN INFORMATICA","PROFESIONAL","DPTO MAT. Y CS. DE LA COMP.",560016
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN INFORMATICA","PROFESIONAL","DPTO MAT. Y CS. DE LA COMP.",146686
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN INFORMATICA","PROFESIONAL","DPTO MAT. Y CS. DE LA COMP.",140005
"PROFESOR HORAS CLASES","S/G","ADMINISTRADOR PUBLICO","HORAS CLASE","DPTO. GESTION Y POLITICAS PUB.",109636
"AUXILIARES","21","MAYORDOMO","MAYORDOMO","FACULTAD DE CIENCIAS MEDICAS",559812
"PROFESIONALES","14","BIBLIOTECARIO DOCUMENTALISTA","BIBLIOTECARIO","FACULTAD DE HUMANIDADES",1160601
"PROFESIONALES","8","ABOGADO(A)","ABOGADO","CONTRALORIA UNIVERSITARIA",1940675
"PROFESOR HORAS CLASES","S/G","PSICOLOGO","HORAS CLASE","DPTO. TECNOLOGIAS GENERALES",253469
"PROFESOR HORAS CLASES","S/G","PUBLICISTA","HORAS CLASE","DEPTO. DE PUBLICIDAD E IMAGEN",528730
"ACADEMICOS","4","DOCTOR OF PHILOSOPHY IN TECHNICAL SCIENCES","ACADEMICO","DPTO INGENIERIA METALURGICA",3192097
"ADMINISTRATIVO","17","SECRETARIA DE DIRECCION","SECRETARIA DE DIRECCION","DPTO INGENIERIA METALURGICA",605004
"ACADEMICOS","4","DOCTOR EN MICROBIOLOGIA","ACADEMICO","DEPARTAMENTO DE BIOLOGIA",3107652
"ADMINISTRATIVO","12","ADMINISTRATIVO ESPECIALES","ADMINISTRATIVO ESPECIALES","DEPTO. BENEFICIOS ESTUDIANTILE",912124
"TECNICO","18","TECNICO EN BIBLIOTECAS","TECNICO EN BIBLIOTECAS","UNIDAD DE BIBLIOTECAS",596067
"AUXILIARES","21","ESTAFETA","ESTAFETA","ESCUELA DE MEDICINA",651293
"PROFESIONALES","10","INGENIERO FISICO","ANALISTA DE GESTION I","DIRECCIÓN DE POSTGRADO",1475252
"ADMINISTRATIVO","15","SECRETARIO B","SECRETARIO B","DPTO INGENIERIA QUIMICA",722228
"ADMINISTRATIVO","17","ADMINISTRATIVO DE APOYO","ADMINISTRATIVO DE APOYO","DPTO MAT. Y CS. DE LA COMP.",605004
"PROFESIONALES","6","PSICOLOGO CLINICO","PSICOLOGO CLINICO","ESCUELA DE PSICOLOGIA",577345
"PROFESOR HORAS CLASES","S/G","ENFERMERA","HORAS CLASE","ESCUELA DE ENFERMERIA",711662
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESPAÑOL","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",191994
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL DE INDUSTRIAS","HORAS CLASE","DPTO. TECNOLOGIAS INDUSTRIALES",243977
"PROFESOR HORAS CLASES","S/G","PROFESOR DE INGLES","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",807236
"ACADEMICOS","4","DOCTOR EN CIENCIAS CON MENCION EN FISICA","ACADEMICO","DEPARTAMENTO DE FISICA",3107652
"TECNICO","20","TECNICO","TECNICO","FACULTAD DE QUIMICA Y BIOLOGIA",689668
"ADMINISTRATIVO","15","SECRETARIA EJECUTIVA GERENCIAL","SECRETARIA ADMINISTRATIVA","DEPARTAMENTO DE EDUCACIÓN",709881
"ADMINISTRATIVO","12","ADMINISTRATIVO UNICIT","ADMINISTRATIVO UNICIT","UNIDAD DE PROYECTO UNICYT",721162
"PROFESIONALES","8","INGENIERÍA DE EJECUCIÓN AGRÍCOLA CON MENCIÓN EN GANADERÍA","ANALISTA GEST. II COORD UNICIT","UNIDAD DE PROYECTO UNICYT",1701190
"PROFESOR HORAS CLASES","S/G","ADMINISTRADOR PUBLICO","HORAS CLASE","DPTO. GESTION Y POLITICAS PUB.",469965
"PROFESOR HORAS CLASES","S/G","MAGISTER EN HISTORIA","HORAS CLASE","DEPTO DE HISTORIA",490763
"PROFESOR HORAS CLASES","S/G","MAGISTER EN ADMINISTRACION Y DIRECCION DE RRHH.","HORAS CLASE","PROGRAMA BACHILLERATO",448049
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",955862
"ADMINISTRATIVO","17","ADMINISTRATIVO REMUNERACIONES","ADMINISTRATIVO REMUNERACIONES","DPTO. DE RECURSOS HUMANOS",605004
"ADMINISTRATIVO","17","OPERADOR DE CALDERA","OPERADOR DE CALDERA","DEPARTAMENTO DE DEPORTES",815719
"ADMINISTRATIVO","17","SECRETARIA DE APOYO DOCENTE","SECRETARIA DE APOYO DOCENTE","ESCUELA DE MEDICINA",616506
"PROFESIONALES","8","TECNOLOGO EN ADMINISTRACION DE PERSONAL","JEFE DE SECCION","DEPTO. DESARROLLO DE PERSONAS",1827194
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",955862
"AUXILIARES","23","AUXILIAR","AUXILIAR","UNIDAD DE GESTION DEL CAMPUS",490153
"PROFESOR HORAS CLASES","S/G","TERAPEUTA OCUPACIONAL","HORAS CLASE","FACULTAD DE CIENCIAS MEDICAS",161283
"PROFESIONALES","13","MEDICO VETERINARIO","ANALISTA GEST. II COORD UNICIT","UNIDAD DE PROYECTO UNICYT",1188565
"ADMINISTRATIVO","16","ADMINISTRATIVO DE PROCESO","ADMINISTRATIVO DE PROCESO","UNIDAD DE PROYECTO UNICYT",637683
"ACADEMICOS","6","MAGISTER EN NEUROCIENCIA","ACADEMICO","VICERRECTORIA ACADÉMICA",2550387
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL","HORAS CLASE","DPTO INGENIERIA OBRAS CIVILES",191994
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN MATEMATICA Y COMPUTACION","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",448049
"AUXILIARES","21","MAYORDOMO","MAYORDOMO","ESCUELA DE ARQUITECTURA",529318
"TECNICO","19","AUXILIAR DE SERVICIOS","AUXILIAR DE SERVICIOS","DEPTO DE CALIDAD VIDA ESTUDIAN",769109
"PROFESIONALES","8","PROFESOR DE EDUCACION MEDIA EN FISICA Y CIENCIAS NATURALES","PROFESIONAL","DIRECCIÓN CALIDAD Y SISTEMAS",1912892
"PROFESIONALES","8","TECNOLOGO EN ADMINISTRACION DE PERSONAL","JEFE DE AREA","UNIDAD DE ADQUISICIONES",1737191
"PROFESIONALES","14","INGENIERO DE EJECUCION EN INDUSTRIA","ANALISTA DE PROYECTOS","DPTO DE GESTIÓN DE LA INFRAEST",1147781
"ADMINISTRATIVO","15","SECRETARIA ADMINISTRATIVA","SECRETARIA ADMINISTRATIVA","DEPARTAMENTO DE EDUCACIÓN",833661
"PROFESOR HORAS CLASES","S/G","PROFESOR DE EDUCACION MEDIA EN FISICA Y CIENCIAS NATURALES","PROFESIONAL","DPTO. TECNOLOGIAS INDUSTRIALES",546675
"PROFESIONALES","5","INGENIERO COMERCIAL EN ADMINISTRACION DE EMPRESAS","ANALISTA DE LA CALIDAD","DIRECCIÓN CALIDAD Y SISTEMAS",2283075
"TECNICO","17","TECNICO","TECNICO","ESCUELA DE MEDICINA",605004
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",974846
"PROFESOR HORAS CLASES","S/G","ESPECIALISTA EN PSIQUIATRIA","HORAS CLASE","ESCUELA DE MEDICINA",257134
"PROFESIONALES","10","TECNOLOGO EN CONTROL INDUSTRIAL","ANALISTA DE LA CALIDAD","DIRECCIÓN CALIDAD Y SISTEMAS",1491171
"PROFESIONALES","14","PROFESOR DE ESTADO EN MATEMATICA Y COMPUTACION","ENCARGADO DE LABORATORIO","DPTO  INGENIERIA INDUSTRIAL",1376964
"ACADEMICOS","2","DOCTOR EN  CIENCIAS DE LA INGENIERIA MENCION CIENCIAS DE LOS MATERIALES","ACADEMICO","DPTO INGENIERIA METALURGICA",3907440
"ACADEMICOS","4","MASTER OF ENGINEERING","ACADEMICO","DPTO INGENIERIA EN MINAS",3382099
"TECNICO","19","ASISTENTE DE LABORATORIO","ASISTENTE DE LABORATORIO","CEUS LLANQUIHUE USACH",611968
"AUXILIARES","22","ESTAFETA","ESTAFETA","DPTO LINGUISTICA Y LITERATURA",534597
"PROFESOR HORAS CLASES","S/G","DISEÑADOR(A) INDUSTRIAL","HORAS CLASE","DPTO. TECNOLOGIAS GENERALES",837214
"PROFESOR HORAS CLASES","S/G","INGENIERO DE EJECUCION EN PREVENCION DE RIESGOS","HORAS CLASE","DPTO. TECNOLOGIAS INDUSTRIALES",718566
"PROFESOR HORAS CLASES","S/G","MEDICO CIRUJANO","HORAS CLASE","ESCUELA DE MEDICINA",526485
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DEPARTAMENTO DE EDUCACIÓN",562622
"PROFESIONALES","12","INGENIERO DE EJECUCION EN AMBIENTE","ENCARGADO DE LABORATORIO","DPTO INGENIERIA GEOGRAFICA",1450042
"ADMINISTRATIVO","17","INGENIERO EN ADMINISTRACION DE EMPRESAS CON MENCION FINANZAS","ADMINISTRATIVO DE RECURSOS HUM","DPTO. DE RECURSOS HUMANOS",593503
"ACADEMICOS","4","DOCTORIS PHILOSOPHIAE GRADVM","VICEDECANO INVEST FAC DE HUMAN","DEPARTAMENTO DE FILOSOFÍA",4224601
"ACADEMICOS","6","QUIMICO FARMACEUTICO","ACADEMICO","VICERRECTORIA ACADÉMICA",2532307
"PROFESOR HORAS CLASES","S/G","ADMINISTRADOR DE INDUSTRIAS","HORAS CLASE","DPTO. TECNOLOGIAS GENERALES",614156
"PROFESOR HORAS CLASES","S/G","ADMINISTRADOR DE INDUSTRIAS","HORAS CLASE","DPTO. TECNOLOGIAS GENERALES",303739
"PROFESOR HORAS CLASES","S/G","ADMINISTRADOR DE INDUSTRIAS","HORAS CLASE","DPTO INGENIERIA EN MINAS",303739
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","ESCUELA DE PERIODISMO",509746
"ADMINISTRATIVO","12","ADMINISTRACION DE EMPRESAS. MENCION PERSONAL","ENCARGADO(A) ADM CENTRO_COSTOS","SECRETARIA GENERAL",791795
"PROFESOR HORAS CLASES","S/G","EDUCADORA DE PARVULOS","HORAS CLASE","DEPARTAMENTO DE EDUCACIÓN",139567
"PROFESOR HORAS CLASES","S/G","MAGISTER EN PROCESAMIENTO Y GESTION DE LA INFORMACION","HORAS CLASE","DPTO INGENIERIA INFORMATICA",295770
"PROFESOR HORAS CLASES","S/G","EDUCADORA DE PARVULOS","HORAS CLASE","DEPARTAMENTO DE EDUCACIÓN",132886
"PROFESOR HORAS CLASES","S/G","MAGISTER EN EDUCACION CON MENCION EN ORIENTACION","HORAS CLASE","DEPARTAMENTO DE EDUCACIÓN",946808
"PROFESOR HORAS CLASES","S/G","PERIODISTA","HORAS CLASE","ESCUELA DE PERIODISMO",191994
"PROFESOR HORAS CLASES","S/G","EDUCADORA DE PARVULOS","HORAS CLASE","DEPARTAMENTO DE EDUCACIÓN",199328
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DEPARTAMENTO DE FISICA",747041
"PROFESOR HORAS CLASES","S/G","MAGISTER EN EDUCACION CON MENCION EN ORIENTACION","HORAS CLASE","DEPARTAMENTO DE EDUCACIÓN",141940
"ADMINISTRATIVO","17","TECNOLOGO EN ADMINISTRACION DE PERSONAL","ADMINISTRATIVO DE REGISTRO CUR","FACULTAD DE HUMANIDADES",674012
"PROFESIONALES","14","TECNOLOGO EN ADMINISTRACION DE PERSONAL","ANALISTA EN GESTION ADM.","FACULTAD DE CIENCIA",1312862
"TECNICO","20","AYUDANTE MAESTRO DE COCINA","AYUDANTE MAESTRO DE COCINA","UNIDAD ADM. SERV. ALIMENTARIOS",592800
"ADMINISTRATIVO","14","ADMINISTRATIVO","ADMINISTRATIVO","DIRECCIÓN DE POSTGRADO",694317
"PROFESIONALES","8","TECNICO UNIVERSITARIO EN ADMINISTRACION DE MATERIALES","CAJERO SON PAGO","FACULTAD DE CIENCIA",1957278
"PROFESOR HORAS CLASES","S/G","MAGISTER EN LETRAS CON MENCION EN LINGUISTICA","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",1031796
"PROFESIONALES","9","MAGISTER EN ECONOMIA FINANCIERA","JEFE DE LABORATORIO","DPTO INGENIERIA OBRAS CIVILES",1796516
"TECNICO","17","FOTOGRAFIA PUBLICITARIA","FOTOGRAFO","DEPARTAMENTO DE COMUNICACIONES",746712
"AUXILIARES","21","AUXILIAR DE SERVICIOS","AUXILIAR DE SERVICIOS","CECTA",731483
"PROFESIONALES","9","TECNOLOGO EN CONTROL INDUSTRIAL","ANALISTA DE GESTION DE PERSONA","DEPTO. DESARROLLO DE PERSONAS",1661214
"PROFESOR HORAS CLASES","S/G","MAGISTER EN ECONOMIA FINANCIERA","JEFE DE LABORATORIO","DPTO  INGENIERIA INDUSTRIAL",911213
"PROFESOR HORAS CLASES","S/G","ADMINISTRADOR PUBLICO","HORAS CLASE","DPTO. TECNOLOGIAS GENERALES",528730
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","FACULTAD DE CIENCIAS MEDICAS",264069
"PROFESOR HORAS CLASES","S/G","PROFESOR DE EDUCACION MEDIA EN HISTORIA Y GEOGRAFIA","HORAS CLASE","DEPARTAMENTO DE EDUCACIÓN",81938
"PROFESOR HORAS CLASES","S/G","PROFESOR DE EDUCACION MEDIA EN HISTORIA Y GEOGRAFIA","HORAS CLASE","DEPARTAMENTO DE EDUCACIÓN",252496
"TECNICO","20","CHOFER","CHOFER","UNIDAD DE GESTION DEL CAMPUS",608752
"ADMINISTRATIVO","16","SECRETARIADO EJECUTIVO COMPUTACIONAL","SECRETARIA DE APOYO DOCENTE","ESCUELA DE MEDICINA",661500
"ADMINISTRATIVO","17","ANALISTA CONTABLE","ANALISTA CONTABLE","DEPTO. DE FINANZAS Y TESORERIA",769714
"ACADEMICOS","8","ABOGADO(A)","ACADEMICO","FACULTAD DE DERECHO",522642
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO. GESTION Y POLITICAS PUB.",762761
"ACADEMICOS","6","DOCTOR EN QUIMICA","ACADEMICO","DPTO. QUIMICA DE LOS MATERIALE",2622706
"ACADEMICOS","4","MEDICO CIRUJANO","ACADEMICO","ESCUELA DE MEDICINA",2342422
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN OBRAS CIVILES","HORAS CLASE","DPTO INGENIERIA OBRAS CIVILES",391098
"PROFESOR HORAS CLASES","S/G","INGENIERO DE EJECUCION EN GEOMENSURA","HORAS CLASE","DPTO INGENIERIA GEOGRAFICA",284651
"PROFESIONALES","8","INGENIERO DE EJECUCION EN COMPUTACION E INFORMATICA","ANALISTA INFORMATICO","FACULTAD DE INGENIERÍA",1912892
"PROFESOR HORAS CLASES","S/G","INGENIERO DE EJECUCION EN CLIMATIZACION","HORAS CLASE","DPTO INGENIERIA MECANICA",60218
"PROFESIONALES","9","INGENIERO DE EJECUCION EN ADMINISTRACION DE EMPRESAS","PROFESIONAL","VR INVEST. DESARR E INNOVACION",1812388
"PROFESOR HORAS CLASES","S/G","MAGISTER EN EDUCACION CON MENCION EN CURRICULUM Y EVALUACION","HORAS CLASE","DEPARTAMENTO DE EDUCACIÓN",423636
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN CASTELLANO","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",199407
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","ESCUELA DE ARQUITECTURA",103043
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN CASTELLANO","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",289089
"ACADEMICOS","6","ENFERMERA","ACADEMICO","ESCUELA DE ENFERMERIA",2640785
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",268593
"PROFESOR HORAS CLASES","S/G","MAGISTER EN PSICOLOGIA","HORAS CLASE","ESCUELA DE PSICOLOGIA",243977
"ADMINISTRATIVO","17","SECRETARIA DE APOYO DOCENTE","SECRETARIA DE APOYO DOCENTE","DPTO LINGUISTICA Y LITERATURA",593503
"PROFESIONALES","8","SOCIOLOGO","COORDINADOR DE PROYECTOS","CENTRO DE INTEGR ING SOCIEDAD",1718700
"PROFESOR HORAS CLASES","S/G","DOCTOR EN EDUCACION FISICA","HORAS CLASE","CARRERA LICEN CS. ACTIV. FISIC",855010
