"Estamento","Grado","Titulo.Oficio","Funcion.Cargo","Unidad","BrutoHaber"
"PROFESIONALES","6","INGENIERO CIVIL INDUSTRIAL","ASESOR","CENTRO DE INTEGR ING SOCIEDAD",2134003
"TECNICO","19","ASISTENTE DE MANTENCION","ASISTENTE DE MANTENCION","DEPARTAMENTO DE COMUNICACIONES",568991
"TECNICO","19","ASISTENTE DE MANTENCION","ASISTENTE DE MANTENCION","DEPARTAMENTO DE COMUNICACIONES",568991
"PROFESIONALES","10","PSICOLOGO","ANALISTA DE LA CALIDAD","DIRECCIÓN CALIDAD Y SISTEMAS",1475252
"PROFESIONALES","13","EDUCADORA DE PARVULOS","EDUCADOR DE PARVULOS","UNIDAD BIENESTAR DEL PERSONAL",1424885
"TECNICO","9","TECNICO SUPERIOR EN ELECTRONICA CON MENCION EN MICROCOMPUTADORES","TEC. DE SOPORTE Y ESPECIALIDAD","RADIOEMISORAS",961953
"ADMINISTRATIVO","17","TRABAJADOR SOCIAL","ADMINISTRATIVO DE PROCESO","FACULTAD DE INGENIERÍA",593503
"AUXILIARES","21","AUXILIAR DE SERVICIOS","AUXILIAR DE SERVICIOS","PROGRAMA BACHILLERATO",700990
"PROFESIONALES","8","INGENIERO CIVIL DE INDUSTRIAL","ASESOR DE RECTORIA","RECTORIA",1701190
"TECNICO","17","AUXILIAR DE ENFERMERIA","AUXILIAR DE ENFERMERIA","CENTRO DE SALUD",616506
"ADMINISTRATIVO","16","SECRETARIA DE CENTRO","SECRETARIA DE CENTRO","CENTRO INNOV. Y TRANSFER.TECN",673409
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL INDUSTRIAL","ASESOR","DPTO  INGENIERIA INDUSTRIAL",265772
"PROFESOR HORAS CLASES","S/G","INGENIERO DE EJECUCION EN ALIMENTOS","ENCARGADO DE LABORATORIO","DPTO CIENCIA Y TEC.DE LOS ALIM",607475
"PROFESOR HORAS CLASES","S/G","DOTTORE IN PEDAGOGIA CON LODE","HORAS CLASE","DEPARTAMENTO DE EDUCACIÓN",528730
"PROFESOR HORAS CLASES","S/G","TRABAJADOR SOCIAL","HORAS CLASE","ESCUELA DE PSICOLOGIA",92656
"PROFESOR HORAS CLASES","S/G","TRABAJADOR SOCIAL","HORAS CLASE","ESCUELA DE PSICOLOGIA",99337
"PROFESOR HORAS CLASES","S/G","BACHAREL EN LETRAS","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",238582
"PROFESIONALES","12","TECNOLOGO EN CONSTRUCCIONES","PROYECTISTA SANITARIO","UNIDAD DE CONSTRUCCIÓN",1407662
"PROFESOR HORAS CLASES","S/G","TECNOLOGO EN TELECOMUNICACIONES","HORAS CLASE","DPTO. TECNOLOGIAS INDUSTRIALES",96362
"PROFESOR HORAS CLASES","S/G","TECNOLOGO EN TELECOMUNICACIONES","HORAS CLASE","DPTO. TECNOLOGIAS INDUSTRIALES",681222
"ACADEMICOS","6","DOCTOR EN FARMACOLOGIA","ACADEMICO","DEPARTAMENTO DE BIOLOGIA",2532309
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO  INGENIERIA INDUSTRIAL",47863
"TECNICO","20","MUSICO","MUSICO","DEPARTAMENTO DE EXTENSION",619246
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO INGENIERIA QUIMICA",247858
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO CIENCIA Y TEC.DE LOS ALIM",160786
"PROFESIONALES","8","ABOGADO(A)","ABOGADO","DIR. ASISTENCIA JURIDICA",1719191
"TECNICO","17","AUXILIAR DE ENFERMERIA","AUXILIAR DE ENFERMERIA","CENTRO DE SALUD",605004
"PROFESOR HORAS CLASES","S/G","DOCTOR EN ARQUITECTURA Y PATRIMONIO CULTURAL-AMBIENTAL(INVEST. REFLEX. ACCION)","HORAS CLASE","DEPTO DE HISTORIA",512557
"PROFESOR HORAS CLASES","S/G","MEDICO CIRUJANO","HORAS CLASE","ESCUELA DE MEDICINA",491354
"PROFESOR HORAS CLASES","S/G","DOCTOR EN ARQUITECTURA Y PATRIMONIO CULTURAL-AMBIENTAL(INVEST. REFLEX. ACCION)","HORAS CLASE","DEPTO DE HISTORIA",256280
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",392134
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",385453
"ADMINISTRATIVO","17","ADMINISTRATIVO DE PROCESO","ADMINISTRATIVO DE PROCESO","DPTO. DE RECURSOS HUMANOS",593503
"TECNICO","18","TECNICO EN MAQUINAS OFFSETT","TECNICO EN MAQUINAS OFFSETT","DPTO INGENIERIA MECANICA",790172
"ADMINISTRATIVO","12","ADMINISTRATIVO ESPECIALES","ADMINISTRATIVO ESPECIALES","SELLO EDITORIAL",763542
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN MATEMATICA Y COMPUTACION","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",1088747
"PROFESIONALES","14","TECNOLOGO EN CONTROL INDUSTRIAL","ANALISTA","UNIDAD DE ADQUISICIONES",1147781
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL ELECTRONICO","HORAS CLASE","DPTO INGENIERIA ELECTRICA",322067
"PROFESOR HORAS CLASES","S/G","QUIMICO FARMACEUTICO","HORAS CLASE","DEPARTAMENTO DE BIOLOGIA",928341
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN GEOGRAFIA","HORAS CLASE","DPTO INGENIERIA GEOGRAFICA",270517
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL DE INDUSTRIAS CON MENCION EN ELECTRICIDAD","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",462725
"ACADEMICOS","4","DOCTOR EN CIENCIAS DE RECURSOS NATURALES","ACADEMICO","DPTO. QUIMICA DE LOS MATERIALE",3175944
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL DE INDUSTRIAS CON MENCION EN ELECTRICIDAD","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",469406
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO DE MATEMATICAS Y ESTADISTICA","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",151869
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN GEOGRAFIA","HORAS CLASE","DPTO INGENIERIA GEOGRAFICA",141940
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO DE MATEMATICAS Y ESTADISTICA","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",614156
"ACADEMICOS","6","PERIODISTA","ACADEMICO","VICERRECTORIA ACADÉMICA",2586546
"ACADEMICOS","6","INGENIERO EN ALIMENTOS","ACADEMICO","DPTO. DE INVEST. CIENTIFICA",2550387
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO DE MATEMATICAS Y ESTADISTICA","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",455606
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN GEOGRAFIA","HORAS CLASE","DPTO INGENIERIA GEOGRAFICA",405774
"PROFESIONALES","13","SOCIOLOGO","ANALISTA BASE DE DATOS","UNIDAD REGIST. ACAD Y CURRICUL",1201895
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN MATEMATICA Y COMPUTACION","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",154242
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL MECANICO","HORAS CLASE","DPTO INGENIERIA MECANICA",58159
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO DE INGLES","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",85527
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO DE INGLES","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",551925
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN MATEMATICA Y COMPUTACION","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",315166
"PROFESIONALES","8","PROFESOR DE EDUCACION MEDIA EN MATEMATICAS Y FÍSICA","JEFE DE AREA","VICERRECTORIA ACADÉMICA",1271448
"ADMINISTRATIVO","15","SECRETARIA ADMINISTRATIVA","SECRETARIA ADMINISTRATIVA","UNIDAD DE BIBLIOTECAS",796620
"PROFESIONALES","12","MAGISTER EN CIENCIAS DE LA EDUCACION C/M EN DIFICULTADES DEL PRENDIZAJE","DISEÑADOR INSTITUCIONAL","UNIDAD DE COORDINACIÓN INSTIT.",1322904
"PROFESOR HORAS CLASES","S/G","MAGISTER EN EDUCACION MENCION ORIENTACION EDUCACIONAL","HORAS CLASE","DEPARTAMENTO DE EDUCACIÓN",611535
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN QUIMICA","HORAS CLASE","DPTO INGENIERIA QUIMICA",399547
"PROFESOR HORAS CLASES","S/G","MAGISTER EN EDUCACION MENCION ORIENTACION EDUCACIONAL","HORAS CLASE","DEPARTAMENTO DE EDUCACIÓN",210525
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN INGLES","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",674557
"PROFESIONALES","10","SOCIOLOGO","ANALISTA DE LA CALIDAD","DIRECCIÓN CALIDAD Y SISTEMAS",1475252
"AUXILIARES","23","AUXILIAR DE SERVICIOS","AUXILIAR DE SERVICIOS","FACULTAD DE QUIMICA Y BIOLOGIA",506774
"ADMINISTRATIVO","20","ADMINISTRATIVO DE APOYO","ADMINISTRATIVO DE APOYO","DIRECCIÓN CALIDAD Y SISTEMAS",598258
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN MATEMATICA Y COMPUTACION","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",1088747
"ACADEMICOS","6","PERIODISTA","SECRETARIO FACULTAD DE DERECHO","FACULTAD DE DERECHO",3253080
"PROFESIONALES","8","INGENIERO EN GESTION INFORMATICA","PROFESIONAL","DPTO INGENIERIA METALURGICA",1845194
"ACADEMICOS","4","DOCTOR EN ESTUDIOS AMERICANOS EN LA MENCION PENSAMIENTO Y CULTURA","ACADEMICO","INSTITUTO DE ESTUDIOS AVANZADO",3107653
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",408642
"PROFESIONALES","6","ABOGADO(A)","ABOGADO","DIR. ASISTENCIA JURIDICA",2031770
"PROFESOR HORAS CLASES","S/G","QUIMICO","HORAS CLASE","DPTO. QUIMICA DE LOS MATERIALE",407691
"PROFESOR HORAS CLASES","S/G","INGENIERO DE EJECUCION EN GEOMENSURA","HORAS CLASE","DPTO INGENIERIA GEOGRAFICA",974846
"PROFESOR HORAS CLASES","S/G","CONTADOR AUDITOR","HORAS CLASE","DPTO CONTABILIDAD Y AUDITOR",993829
"PROFESOR HORAS CLASES","S/G","MAGISTER EN ESTUDIOS SOCIALES Y POLITICOS LATINOAMERICANOS","HORAS CLASE","DEPTO DE HISTORIA",262961
"ACADEMICOS","6","DOCTOR EN QUIMICA INORGÁNICA MOLECULAR","ACADEMICO","DPTO. QUIMICA DE LOS MATERIALE",2568466
"PROFESOR HORAS CLASES","S/G","INGENIERO COMERCIAL EN ECONOMIA","HORAS CLASE","DPTO CONTABILIDAD Y AUDITOR",248723
"PROFESOR HORAS CLASES","S/G","QUIMICO","HORAS CLASE","DPTO. QUIMICA DE LOS MATERIALE",414372
"ADMINISTRATIVO","20","ASISTENTE DE BIBLIOTECA","ASISTENTE DE BIBLIOTECA","UNIDAD DE BIBLIOTECAS",545788
"PROFESIONALES","12","INGENIERO DE EJECUCION EN TEXTIL","ENCARGADO DE LABORATORIO","DPTO INGENIERIA QUIMICA",724284
"PROFESIONALES","10","MAGISTER EN GESTION CULTURAL APLICADA: POLITICAS Y GESTION DE INSTITUCIONES CULTURALES","JEFE DE SECCION","UNIDAD DE VOCACION ARTISTICA",776687
"PROFESIONALES","10","SOCIOLOGO","ANALISTA DE GESTION I","DIR.  DESARROLLO INSTITUCIONAL",1475252
"ADMINISTRATIVO","20","ADMINISTRATIVO DE APOYO","ADMINISTRATIVO DE APOYO","DPTO. PLANFIC Y PRESUPUESTARIA",598258
"PROFESOR HORAS CLASES","S/G","MAGISTER EN GESTION CULTURAL APLICADA: POLITICAS Y GESTION DE INSTITUCIONES CULTURALES","JEFE DE SECCION","UNIDAD DE VOCACION ARTISTICA",1044099
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","FACULTAD DE CIENCIAS MEDICAS",81938
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN OBRAS CIVILES","HORAS CLASE","DPTO INGENIERIA OBRAS CIVILES",295770
"PROFESOR HORAS CLASES","S/G","PUBLICISTA","HORAS CLASE","DEPTO. DE PUBLICIDAD E IMAGEN",608949
"PROFESOR HORAS CLASES","S/G","DOCTOR EN GEOGRAFIA. PLANIFICACION TERRITORIAL Y GESTION AMBIENTAL","HORAS CLASE","PROGRAMA BACHILLERATO",261026
"PROFESOR HORAS CLASES","S/G","INGENIERO COMERCIAL","HORAS CLASE","DPTO CIENCIA Y TEC.DE LOS ALIM",256280
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO INGENIERIA QUIMICA",392134
"PROFESOR HORAS CLASES","S/G","MAGISTER EN COMUNICACION SOCIAL","HORAS CLASE","ESCUELA DE PERIODISMO",481271
"PROFESOR HORAS CLASES","S/G","DOCTOR EN GEOGRAFIA. PLANIFICACION TERRITORIAL Y GESTION AMBIENTAL","HORAS CLASE","PROGRAMA BACHILLERATO",391536
"PROFESOR HORAS CLASES","S/G","PUBLICISTA","HORAS CLASE","DEPTO. DE PUBLICIDAD E IMAGEN",238323
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",211257
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","FACULTAD DE CIENCIAS MEDICAS",416372
"PROFESOR HORAS CLASES","S/G","INGENIERO COMERCIAL","HORAS CLASE","DPTO  INGENIERIA INDUSTRIAL",647378
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO INGENIERIA INFORMATICA",203113
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO INGENIERIA INFORMATICA",196432
"PROFESOR HORAS CLASES","S/G","INGENIERO COMERCIAL CON MENCION EN ADMINISTRACION DE EMPRESAS","HORAS CLASE","DEPTO. DE PUBLICIDAD E IMAGEN",481271
"PROFESOR HORAS CLASES","S/G","MAGISTER EN LINGÜÍSTICA MENCION SOCIOLINGUISTICA HISPONOAMERICANA","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",262961
"ACADEMICOS","6","MASTER UNIVERSITARIO DI I LIVELLO IN DESIGN PER LO SVILUPPO DEL PRODOTTO INDUSTRIALE","ACADEMICO","DPTO. TECNOLOGIAS GENERALES",2622706
"ACADEMICOS","6","ADMINISTRADOR PUBLICO","JEFE DE CARRERA ADM. PUBLICA","DPTO. GESTION Y POLITICAS PUB.",2997910
"PROFESOR HORAS CLASES","S/G","DOCTOR EN GEOGRAFIA. PLANIFICACION TERRITORIAL Y GESTION AMBIENTAL","HORAS CLASE","PROGRAMA BACHILLERATO",398217
"PROFESOR HORAS CLASES","S/G","PROFESOR DE INGLES","HORAS CLASE","DPTO. GESTION Y POLITICAS PUB.",286690
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN MINAS","HORAS CLASE","DPTO INGENIERIA EN MINAS",258215
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",429197
"PROFESOR HORAS CLASES","S/G","PROFESOR DE INGLES","HORAS CLASE","DPTO. GESTION Y POLITICAS PUB.",280009
"PROFESIONALES","10","INGENIERO DE EJECUCION EN MINAS","RESPONSABLE TEC TEMP Y PRESION","DPTO INGENIERIA ELECTRICA",1491171
"ADMINISTRATIVO","17","SECRETARIA DE DIRECCION","SECRETARIA DE DIRECCION","DIRECCIÓN DE POSTGRADO",616506
"PROFESIONALES","10","CONTADOR PUBLICO Y AUDITOR","AUDITOR I","CONTRALORIA UNIVERSITARIA",1475252
"AUXILIARES","19","AUXILIAR DE SERVICIOS","AUXILIAR DE SERVICIOS","INSTITUTO DE ESTUDIOS AVANZADO",611968
"PROFESIONALES","10","PERIODISTA","PROFESIONAL","DEPARTAMENTO DE COMUNICACIONES",1475252
"ADMINISTRATIVO","17","SECRETARIA DE APOYO DOCENTE","SECRETARIA DE APOYO DOCENTE","FACULTAD DE ADMINIST Y ECONOMI",662511
"PROFESIONALES","6","INGENIERO CIVIL EN INFORMATICA","PROFESIONAL","UNIDAD REGIST. ACAD Y CURRICUL",2209107
"AUXILIARES","21","MAYORDOMO","MAYORDOMO","CENTRO FELIX KLEIN",542082
"ADMINISTRATIVO","15","SECRETARIA DE APOYO DOCENTE","SECRETARIA DE APOYO DOCENTE","DPTO MAT. Y CS. DE LA COMP.",846008
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN INFORMATICA","PROFESIONAL","DPTO MAT. Y CS. DE LA COMP.",149059
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN INFORMATICA","PROFESIONAL","DPTO MAT. Y CS. DE LA COMP.",142378
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN INFORMATICA","PROFESIONAL","DPTO MAT. Y CS. DE LA COMP.",569508
"PROFESOR HORAS CLASES","S/G","INGENIERO DE EJECUCION EN MINAS","HORAS CLASE","DPTO INGENIERIA EN MINAS",315546
"PROFESOR HORAS CLASES","S/G","INGENIERO DE EJECUCION EN MINAS","HORAS CLASE","DPTO INGENIERIA EN MINAS",102955
"PROFESOR HORAS CLASES","S/G","ADMINISTRADOR PUBLICO","HORAS CLASE","DPTO. GESTION Y POLITICAS PUB.",109636
"AUXILIARES","21","MAYORDOMO","MAYORDOMO","FACULTAD DE CIENCIAS MEDICAS",559812
"PROFESIONALES","14","BIBLIOTECARIO DOCUMENTALISTA","BIBLIOTECARIO","FACULTAD DE HUMANIDADES",1160601
"PROFESOR HORAS CLASES","S/G","PERIODISTA","HORAS CLASE","ESCUELA DE PERIODISMO",191994
"PROFESIONALES","8","ABOGADO(A)","ABOGADO","CONTRALORIA UNIVERSITARIA",1737191
"PROFESOR HORAS CLASES","S/G","PSICOLOGO","HORAS CLASE","DPTO. TECNOLOGIAS GENERALES",509746
"PROFESOR HORAS CLASES","S/G","PUBLICISTA","HORAS CLASE","DEPTO. DE PUBLICIDAD E IMAGEN",538222
"ACADEMICOS","4","DOCTOR OF PHILOSOPHY IN TECHNICAL SCIENCES","ACADEMICO","DPTO INGENIERIA METALURGICA",3213209
"ADMINISTRATIVO","17","SECRETARIA DE DIRECCION","SECRETARIA DE DIRECCION","DPTO INGENIERIA METALURGICA",605004
"PROFESOR HORAS CLASES","S/G","PSICOLOGA","HORAS CLASE","ESCUELA DE PSICOLOGIA",59189
"PROFESOR HORAS CLASES","S/G","PSICOLOGA","HORAS CLASE","ESCUELA DE PSICOLOGIA",52508
"ACADEMICOS","4","DOCTOR EN MICROBIOLOGIA","ACADEMICO","DEPARTAMENTO DE BIOLOGIA",3128764
"TECNICO","18","TECNICO EN BIBLIOTECAS","TECNICO EN BIBLIOTECAS","UNIDAD DE BIBLIOTECAS",596067
"ADMINISTRATIVO","17","ADMINISTRATIVO DE APOYO","ADMINISTRATIVO DE APOYO","DPTO MAT. Y CS. DE LA COMP.",605004
"ADMINISTRATIVO","12","ADMINISTRATIVO ESPECIALES","ADMINISTRATIVO ESPECIALES","DEPTO. BENEFICIOS ESTUDIANTILE",926251
"AUXILIARES","21","ESTAFETA","ESTAFETA","ESCUELA DE MEDICINA",651293
"ADMINISTRATIVO","15","SECRETARIO B","SECRETARIO B","DPTO INGENIERIA QUIMICA",734575
"PROFESIONALES","10","INGENIERO FISICO","ANALISTA DE GESTION I","DIRECCIÓN DE POSTGRADO",1491171
"PROFESIONALES","6","PSICOLOGO CLINICO","PSICOLOGO CLINICO","ESCUELA DE PSICOLOGIA",577345
"PROFESOR HORAS CLASES","S/G","ENFERMERA","HORAS CLASE","ESCUELA DE ENFERMERIA",711662
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESPAÑOL","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",377309
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESPAÑOL","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",277970
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL DE INDUSTRIAS","HORAS CLASE","DPTO. TECNOLOGIAS INDUSTRIALES",248723
"PROFESOR HORAS CLASES","S/G","PROFESOR DE INGLES","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",807236
"ACADEMICOS","4","DOCTOR EN CIENCIAS CON MENCION EN FISICA","ACADEMICO","DEPARTAMENTO DE FISICA",3128764
"TECNICO","19","ASISTENTE DE MANTENCION","ASISTENTE DE MANTENCION","FACULTAD DE QUIMICA Y BIOLOGIA",590480
"TECNICO","17","ASISTENTE DE LABORATORIO","ASISTENTE DE LABORATORIO","DPTO INGENIERIA INFORMATICA",814365
"PROFESIONALES","10","DISEÑADOR DE INTERIORES Y MOBILIARIO","JEFE DE LABORATORIO","FACULTAD DE INGENIERÍA",1475252
"ADMINISTRATIVO","12","ADMINISTRATIVO UNICIT","ADMINISTRATIVO UNICIT","UNIDAD DE COORDINACIÓN INSTIT.",721162
"ADMINISTRATIVO","15","SECRETARIA EJECUTIVA GERENCIAL","SECRETARIA ADMINISTRATIVA","DEPARTAMENTO DE EDUCACIÓN",709881
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO INGENIERIA INFORMATICA",83981
"PROFESIONALES","8","INGENIERÍA DE EJECUCIÓN AGRÍCOLA CON MENCIÓN EN GANADERÍA","ANALISTA GEST. II COORD UNICIT","UNIDAD DE COORDINACIÓN INSTIT.",1701190
"PROFESOR HORAS CLASES","S/G","MAGISTER EN HISTORIA","HORAS CLASE","DEPTO DE HISTORIA",253469
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",955862
"PROFESOR HORAS CLASES","S/G","MAGISTER EN ADMINISTRACION Y DIRECCION DE RRHH.","HORAS CLASE","PROGRAMA BACHILLERATO",448049
"ADMINISTRATIVO","17","ADMINISTRATIVO REMUNERACIONES","ADMINISTRATIVO REMUNERACIONES","DPTO. DE RECURSOS HUMANOS",605004
"ADMINISTRATIVO","17","OPERADOR DE CALDERA","OPERADOR DE CALDERA","DEPARTAMENTO DE DEPORTES",815719
"ADMINISTRATIVO","16","SECRETARIA DE APOYO DOCENTE","SECRETARIA DE APOYO DOCENTE","ESCUELA DE MEDICINA",649592
"PROFESIONALES","8","TECNOLOGO EN ADMINISTRACION DE PERSONAL","JEFE DE SECCION","DEPTO. DESARROLLO DE PERSONAS",1827194
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",993829
"AUXILIARES","23","AUXILIAR","AUXILIAR","UNIDAD DE GESTION DEL CAMPUS",506774
"PROFESOR HORAS CLASES","S/G","TERAPEUTA OCUPACIONAL","HORAS CLASE","FACULTAD DE CIENCIAS MEDICAS",161283
"PROFESOR HORAS CLASES","S/G","MAGISTER EN CIENCIA EN LA ESPECIALIDAD DE MATEMATICA","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",284651
"PROFESIONALES","13","MEDICO VETERINARIO","ANALISTA GEST. II COORD UNICIT","UNIDAD DE COORDINACIÓN INSTIT.",1188565
"ADMINISTRATIVO","16","ADMINISTRATIVO DE PROCESO","ADMINISTRATIVO DE PROCESO","UNIDAD DE COORDINACIÓN INSTIT.",637683
"PROFESOR HORAS CLASES","S/G","INGENIERO DE EJECUCION EN GEOMENSURA","HORAS CLASE","DPTO INGENIERIA GEOGRAFICA",123394
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN MATEMATICA Y COMPUTACION","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",149496
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL","HORAS CLASE","DPTO INGENIERIA OBRAS CIVILES",191994
"PROFESOR HORAS CLASES","S/G","INGENIERO DE EJECUCION EN GEOMENSURA","HORAS CLASE","DPTO INGENIERIA GEOGRAFICA",253469
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN MATEMATICA Y COMPUTACION","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",455168
"ACADEMICOS","6","MAGISTER EN NEUROCIENCIA","ACADEMICO","VICERRECTORIA ACADÉMICA",2550387
"PROFESOR HORAS CLASES","S/G","PROFESOR DE EDUCACION MEDIA EN FISICA Y CIENCIAS NATURALES","PROFESIONAL","DPTO. TECNOLOGIAS INDUSTRIALES",555941
"TECNICO","19","AUXILIAR DE SERVICIOS","AUXILIAR DE SERVICIOS","DEPTO DE CALIDAD VIDA ESTUDIAN",769109
"PROFESIONALES","8","PROFESOR DE EDUCACION MEDIA EN FISICA Y CIENCIAS NATURALES","PROFESIONAL","DIRECCIÓN CALIDAD Y SISTEMAS",1930892
"PROFESIONALES","14","INGENIERO DE EJECUCION EN INDUSTRIA","ANALISTA DE PROYECTOS","DPTO DE GESTIÓN DE LA INFRAEST",1147781
"PROFESIONALES","8","TECNOLOGO EN ADMINISTRACION DE PERSONAL","JEFE DE AREA","UNIDAD DE ADQUISICIONES",1737191
"AUXILIARES","21","MAYORDOMO","MAYORDOMO","ESCUELA DE ARQUITECTURA",539483
"ADMINISTRATIVO","15","SECRETARIA ADMINISTRATIVA","SECRETARIA ADMINISTRATIVA","DEPARTAMENTO DE EDUCACIÓN",846008
"PROFESOR HORAS CLASES","S/G","ABOGADO(A)","HORAS CLASE","FACULTAD DE CIENCIAS MEDICAS",99337
"TECNICO","17","TECNICO","TECNICO","ESCUELA DE MEDICINA",605004
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",993829
"PROFESOR HORAS CLASES","S/G","ESPECIALISTA EN PSIQUIATRIA","HORAS CLASE","ESCUELA DE MEDICINA",261772
"PROFESIONALES","10","TECNOLOGO EN CONTROL INDUSTRIAL","ANALISTA DE LA CALIDAD","DIRECCIÓN CALIDAD Y SISTEMAS",1491171
"PROFESIONALES","14","PROFESOR DE ESTADO EN MATEMATICA Y COMPUTACION","ENCARGADO DE LABORATORIO","DPTO  INGENIERIA INDUSTRIAL",1376964
"ACADEMICOS","2","DOCTOR EN  CIENCIAS DE LA INGENIERIA MENCION CIENCIAS DE LOS MATERIALES","ACADEMICO","DPTO INGENIERIA METALURGICA",3932454
"ACADEMICOS","4","MASTER OF ENGINEERING","ACADEMICO","DPTO INGENIERIA EN MINAS",3382100
"TECNICO","19","ASISTENTE DE LABORATORIO","ASISTENTE DE LABORATORIO","CEUS LLANQUIHUE USACH",622713
"TECNICO","18","ASISTENTE DE MANTENCION","ASISTENTE DE MANTENCION","DPTO LINGUISTICA Y LITERATURA",596067
"PROFESOR HORAS CLASES","S/G","DOCTOR EN DERECHO","HORAS CLASE","DEPARTAMENTO DE FISICA",243977
"PROFESOR HORAS CLASES","S/G","CONTADOR PUBLICO Y AUDITOR","HORAS CLASE","DPTO CONTABILIDAD Y AUDITOR",109636
