"Estamento","Grado","Titulo.Oficio","Funcion.Cargo","Unidad","BrutoHaber"
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL INDUSTRIAL","ASESOR","DPTO INGENIERIA GEOGRAFICA",265772
"TECNICO","13","ENCARGADO TECNICO LABORATORIO","ENCARGADO TECNICO LABORATORIO","DEPTO. DE PUBLICIDAD E IMAGEN",1066906
"TECNICO","19","ASISTENTE DE MANTENCION","ASISTENTE DE MANTENCION","DEPARTAMENTO DE COMUNICACIONES",568991
"TECNICO","19","ASISTENTE DE MANTENCION","ASISTENTE DE MANTENCION","DEPARTAMENTO DE COMUNICACIONES",636160
"AUXILIARES","21","AUXILIAR DE SERVICIOS","AUXILIAR DE SERVICIOS","DPTO  INGENIERIA INDUSTRIAL",867393
"PROFESIONALES","13","EDUCADORA DE PARVULOS","EDUCADOR DE PARVULOS","UNIDAD BIENESTAR DEL PERSONAL",1525640
"PROFESIONALES","6","INGENIERO CIVIL INDUSTRIAL","ASESOR","CENTRO DE INTEGR ING SOCIEDAD",2269913
"PROFESIONALES","11","BIOTECNOLOGO MENCION GESTION TECNOLOGICA","PROFESIONAL","CECTA",1396120
"AUXILIARES","21","AUXILIAR DE SERVICIOS","AUXILIAR DE SERVICIOS","PROGRAMA BACHILLERATO",836900
"ADMINISTRATIVO","16","SECRETARIA DE CENTRO","SECRETARIA DE CENTRO","CENTRO INNOV. Y TRANSFER.TECN",809319
"PROFESIONALES","11","INGENIERO DE EJECUCION EN ALIMENTOS","ENCARGADO DE LABORATORIO","DPTO CIENCIA Y TEC.DE LOS ALIM",1727597
"PROFESIONALES","8","INGENIERO CIVIL DE INDUSTRIAL","ASESOR DE RECTORIA","RECTORIA",1701190
"PROFESIONALES","10","PSICOLOGO","ANALISTA DE LA CALIDAD","DIRECCIÓN CALIDAD Y SISTEMAS",1576007
"TECNICO","9","TECNICO SUPERIOR EN ELECTRONICA CON MENCION EN MICROCOMPUTADORES","TEC. DE SOPORTE Y ESPECIALIDAD","RADIOEMISORAS",1097863
"ADMINISTRATIVO","17","TRABAJADOR SOCIAL","ADMINISTRATIVO DE PROCESO","FACULTAD DE INGENIERÍA",593503
"PROFESIONALES","11","TECNOLOGO EN ADMINISTRACION DE PERSONAL","PROFESIONAL","DEPARTAMENTO DE COMUNICACIONES",1769152
"TECNICO","17","AUXILIAR DE ENFERMERIA","AUXILIAR DE ENFERMERIA","CENTRO DE SALUD",752416
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL INDUSTRIAL","ASESOR","DPTO  INGENIERIA INDUSTRIAL",265772
"PROFESOR HORAS CLASES","S/G","INGENIERO DE EJECUCION EN ALIMENTOS","ENCARGADO DE LABORATORIO","DPTO CIENCIA Y TEC.DE LOS ALIM",607475
"PROFESOR HORAS CLASES","S/G","DOTTORE IN PEDAGOGIA CON LODE","HORAS CLASE","DEPARTAMENTO DE EDUCACIÓN",528730
"PROFESOR HORAS CLASES","S/G","TRABAJADOR SOCIAL","HORAS CLASE","ESCUELA DE PSICOLOGIA",92656
"PROFESOR HORAS CLASES","S/G","TRABAJADOR SOCIAL","HORAS CLASE","ESCUELA DE PSICOLOGIA",99337
"PROFESOR HORAS CLASES","S/G","BACHAREL EN LETRAS","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",238582
"PROFESIONALES","12","TECNOLOGO EN CONSTRUCCIONES","PROYECTISTA SANITARIO","UNIDAD DE CONSTRUCCIÓN",1543572
"PROFESOR HORAS CLASES","S/G","TECNOLOGO EN TELECOMUNICACIONES","HORAS CLASE","DPTO. TECNOLOGIAS INDUSTRIALES",61029
"PROFESOR HORAS CLASES","S/G","TECNOLOGO EN TELECOMUNICACIONES","HORAS CLASE","DPTO. TECNOLOGIAS INDUSTRIALES",681222
"ACADEMICOS","6","DOCTOR EN FARMACOLOGIA","ACADEMICO","DEPARTAMENTO DE BIOLOGIA",2532309
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO  INGENIERIA INDUSTRIAL",47863
"TECNICO","20","MUSICO","MUSICO","DEPARTAMENTO DE EXTENSION",755156
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO CIENCIA Y TEC.DE LOS ALIM",160786
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO INGENIERIA QUIMICA",247858
"PROFESIONALES","8","ABOGADO(A)","ABOGADO","DIR. ASISTENCIA JURIDICA",1855101
"TECNICO","17","AUXILIAR DE ENFERMERIA","AUXILIAR DE ENFERMERIA","CENTRO DE SALUD",705759
"PROFESOR HORAS CLASES","S/G","DOCTOR EN ARQUITECTURA Y PATRIMONIO CULTURAL-AMBIENTAL(INVEST. REFLEX. ACCION)","HORAS CLASE","DEPTO DE HISTORIA",512557
"PROFESOR HORAS CLASES","S/G","MEDICO CIRUJANO","HORAS CLASE","ESCUELA DE MEDICINA",491354
"PROFESOR HORAS CLASES","S/G","DOCTOR EN ARQUITECTURA Y PATRIMONIO CULTURAL-AMBIENTAL(INVEST. REFLEX. ACCION)","HORAS CLASE","DEPTO DE HISTORIA",256280
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",392134
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",385453
"ADMINISTRATIVO","17","ADMINISTRATIVO DE PROCESO","ADMINISTRATIVO DE PROCESO","DPTO. DE RECURSOS HUMANOS",660672
"TECNICO","18","TECNICO EN MAQUINAS OFFSETT","TECNICO EN MAQUINAS OFFSETT","DPTO INGENIERIA MECANICA",926082
"ADMINISTRATIVO","12","ADMINISTRATIVO ESPECIALES","ADMINISTRATIVO ESPECIALES","SELLO EDITORIAL",899452
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN MATEMATICA Y COMPUTACION","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",1140474
"PROFESOR HORAS CLASES","S/G","CONTADOR AUDITOR","HORAS CLASE","DPTO CONTABILIDAD Y AUDITOR",243977
"PROFESOR HORAS CLASES","S/G","ADMINISTRADOR PUBLICO","HORAS CLASE","DPTO. GESTION Y POLITICAS PUB.",47863
"PROFESIONALES","14","TECNOLOGO EN CONTROL INDUSTRIAL","ANALISTA","UNIDAD DE ADQUISICIONES",1248536
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL ELECTRONICO","HORAS CLASE","DPTO INGENIERIA ELECTRICA",322067
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN GEOGRAFIA","HORAS CLASE","DPTO INGENIERIA GEOGRAFICA",270517
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL DE INDUSTRIAS CON MENCION EN ELECTRICIDAD","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",462725
"PROFESOR HORAS CLASES","S/G","QUIMICO FARMACEUTICO","HORAS CLASE","DEPARTAMENTO DE BIOLOGIA",853825
"ACADEMICOS","4","DOCTOR EN CIENCIAS DE RECURSOS NATURALES","ACADEMICO","DPTO. QUIMICA DE LOS MATERIALE",3175944
"ACADEMICOS","6","INGENIERO EN ALIMENTOS","ACADEMICO","DPTO. DE INVEST. CIENTIFICA",2550387
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO DE MATEMATICAS Y ESTADISTICA","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",614156
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN GEOGRAFIA","HORAS CLASE","DPTO INGENIERIA GEOGRAFICA",141940
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO DE MATEMATICAS Y ESTADISTICA","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",151869
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN GEOGRAFIA","HORAS CLASE","DPTO INGENIERIA GEOGRAFICA",405774
"ACADEMICOS","6","PERIODISTA","ACADEMICO","VICERRECTORIA ACADÉMICA",2586546
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO DE MATEMATICAS Y ESTADISTICA","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",455606
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL DE INDUSTRIAS CON MENCION EN ELECTRICIDAD","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",469406
"PROFESIONALES","13","SOCIOLOGO","ANALISTA BASE DE DATOS","UNIDAD REGIST. ACAD Y CURRICUL",1269064
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN MATEMATICA Y COMPUTACION","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",154242
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL MECANICO","HORAS CLASE","DPTO INGENIERIA MECANICA",58159
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO DE INGLES","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",85527
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO DE INGLES","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",551925
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN MATEMATICA Y COMPUTACION","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",315166
"PROFESIONALES","8","PROFESOR DE EDUCACION MEDIA EN MATEMATICAS Y FÍSICA","JEFE DE AREA","VICERRECTORIA ACADÉMICA",1373381
"ADMINISTRATIVO","15","SECRETARIA ADMINISTRATIVA","SECRETARIA ADMINISTRATIVA","UNIDAD DE BIBLIOTECAS",932530
"PROFESIONALES","12","MAGISTER EN CIENCIAS DE LA EDUCACION C/M EN DIFICULTADES DEL PRENDIZAJE","DISEÑADOR INSTITUCIONAL","UNIDAD DE COORDINACIÓN INSTIT.",1322904
"PROFESOR HORAS CLASES","S/G","MAGISTER EN EDUCACION MENCION ORIENTACION EDUCACIONAL","HORAS CLASE","DEPARTAMENTO DE EDUCACIÓN",611535
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN QUIMICA","HORAS CLASE","DPTO INGENIERIA QUIMICA",392866
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN QUIMICA","HORAS CLASE","DPTO INGENIERIA QUIMICA",408951
"PROFESOR HORAS CLASES","S/G","MAGISTER EN EDUCACION MENCION ORIENTACION EDUCACIONAL","HORAS CLASE","DEPARTAMENTO DE EDUCACIÓN",210525
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN INGLES","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",674557
"AUXILIARES","23","AUXILIAR DE SERVICIOS","AUXILIAR DE SERVICIOS","FACULTAD DE QUIMICA Y BIOLOGIA",506774
"PROFESIONALES","10","SOCIOLOGO","ANALISTA DE LA CALIDAD","DIRECCIÓN CALIDAD Y SISTEMAS",1475252
"ADMINISTRATIVO","20","ADMINISTRATIVO DE APOYO","ADMINISTRATIVO DE APOYO","DIRECCIÓN CALIDAD Y SISTEMAS",734168
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN MATEMATICA Y COMPUTACION","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",1088747
"ACADEMICOS","6","PERIODISTA","SECRETARIO FACULTAD DE DERECHO","FACULTAD DE DERECHO",3253080
"PROFESIONALES","8","INGENIERO EN GESTION INFORMATICA","PROFESIONAL","DPTO INGENIERIA METALURGICA",1981104
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",408642
"ACADEMICOS","4","DOCTOR EN ESTUDIOS AMERICANOS EN LA MENCION PENSAMIENTO Y CULTURA","ACADEMICO","INSTITUTO DE ESTUDIOS AVANZADO",3332653
"PROFESIONALES","6","ABOGADO(A)","ABOGADO","DIR. ASISTENCIA JURIDICA",2167680
"PROFESOR HORAS CLASES","S/G","MAGISTER EN ESTUDIOS SOCIALES Y POLITICOS LATINOAMERICANOS","HORAS CLASE","DEPTO DE HISTORIA",166541
"PROFESOR HORAS CLASES","S/G","CONTADOR AUDITOR","HORAS CLASE","DPTO CONTABILIDAD Y AUDITOR",993829
"PROFESOR HORAS CLASES","S/G","INGENIERO DE EJECUCION EN GEOMENSURA","HORAS CLASE","DPTO INGENIERIA GEOGRAFICA",974846
"PROFESOR HORAS CLASES","S/G","QUIMICO","HORAS CLASE","DPTO. QUIMICA DE LOS MATERIALE",407691
"ACADEMICOS","6","DOCTOR EN QUIMICA INORGÁNICA MOLECULAR","ACADEMICO","DPTO. QUIMICA DE LOS MATERIALE",3868466
"PROFESOR HORAS CLASES","S/G","QUIMICO","HORAS CLASE","DPTO. QUIMICA DE LOS MATERIALE",414372
"PROFESOR HORAS CLASES","S/G","INGENIERO COMERCIAL EN ECONOMIA","HORAS CLASE","DPTO CONTABILIDAD Y AUDITOR",248723
"ADMINISTRATIVO","20","ASISTENTE DE BIBLIOTECA","ASISTENTE DE BIBLIOTECA","UNIDAD DE BIBLIOTECAS",681698
"ADMINISTRATIVO","20","ADMINISTRATIVO DE APOYO","ADMINISTRATIVO DE APOYO","DPTO. PLANFIC Y PRESUPUESTARIA",734168
"PROFESIONALES","12","INGENIERO DE EJECUCION EN TEXTIL","ENCARGADO DE LABORATORIO","DPTO INGENIERIA QUIMICA",774662
"PROFESIONALES","10","SOCIOLOGO","ANALISTA DE GESTION I","DIR.  DESARROLLO INSTITUCIONAL",1611162
"PROFESIONALES","10","MAGISTER EN GESTION CULTURAL APLICADA: POLITICAS Y GESTION DE INSTITUCIONES CULTURALES","JEFE DE SECCION","UNIDAD DE VOCACION ARTISTICA",776687
"PROFESOR HORAS CLASES","S/G","MAGISTER EN GESTION CULTURAL APLICADA: POLITICAS Y GESTION DE INSTITUCIONES CULTURALES","JEFE DE SECCION","UNIDAD DE VOCACION ARTISTICA",1044099
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN OBRAS CIVILES","HORAS CLASE","DPTO INGENIERIA OBRAS CIVILES",295770
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO INGENIERIA INFORMATICA",491081
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",211257
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","FACULTAD DE CIENCIAS MEDICAS",81938
"PROFESOR HORAS CLASES","S/G","INGENIERO COMERCIAL","HORAS CLASE","DPTO  INGENIERIA INDUSTRIAL",647378
"PROFESOR HORAS CLASES","S/G","DOCTOR EN GEOGRAFIA. PLANIFICACION TERRITORIAL Y GESTION AMBIENTAL","HORAS CLASE","PROGRAMA BACHILLERATO",247973
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO  INGENIERIA INDUSTRIAL",160609
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","FACULTAD DE CIENCIAS MEDICAS",416372
"PROFESOR HORAS CLASES","S/G","PUBLICISTA","HORAS CLASE","DEPTO. DE PUBLICIDAD E IMAGEN",608949
"PROFESOR HORAS CLASES","S/G","DOCTOR EN GEOGRAFIA. PLANIFICACION TERRITORIAL Y GESTION AMBIENTAL","HORAS CLASE","PROGRAMA BACHILLERATO",261026
"PROFESOR HORAS CLASES","S/G","MAGISTER EN COMUNICACION SOCIAL","HORAS CLASE","ESCUELA DE PERIODISMO",481271
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO INGENIERIA INFORMATICA",203113
"PROFESOR HORAS CLASES","S/G","PUBLICISTA","HORAS CLASE","DEPTO. DE PUBLICIDAD E IMAGEN",238323
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO INGENIERIA QUIMICA",328251
"PROFESOR HORAS CLASES","S/G","INGENIERO COMERCIAL","HORAS CLASE","DPTO CIENCIA Y TEC.DE LOS ALIM",256280
"PROFESOR HORAS CLASES","S/G","MAGISTER EN LINGÜÍSTICA MENCION SOCIOLINGUISTICA HISPONOAMERICANA","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",262961
"ACADEMICOS","6","MASTER UNIVERSITARIO DI I LIVELLO IN DESIGN PER LO SVILUPPO DEL PRODOTTO INDUSTRIALE","ACADEMICO","DPTO. TECNOLOGIAS GENERALES",2735206
"PROFESOR HORAS CLASES","S/G","DOCTOR EN GEOGRAFIA. PLANIFICACION TERRITORIAL Y GESTION AMBIENTAL","HORAS CLASE","PROGRAMA BACHILLERATO",398217
"PROFESOR HORAS CLASES","S/G","PROFESOR DE INGLES","HORAS CLASE","DPTO. GESTION Y POLITICAS PUB.",286690
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN MINAS","HORAS CLASE","DPTO INGENIERIA EN MINAS",258215
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",429197
"ACADEMICOS","6","ADMINISTRADOR PUBLICO","JEFE DE CARRERA ADM. PUBLICA","DPTO. GESTION Y POLITICAS PUB.",2997910
"PROFESOR HORAS CLASES","S/G","PROFESOR DE INGLES","HORAS CLASE","DPTO. GESTION Y POLITICAS PUB.",280009
"ADMINISTRATIVO","17","SECRETARIA DE APOYO DOCENTE","SECRETARIA DE APOYO DOCENTE","FACULTAD DE ADMINIST Y ECONOMI",798421
"AUXILIARES","19","AUXILIAR DE SERVICIOS","AUXILIAR DE SERVICIOS","INSTITUTO DE ESTUDIOS AVANZADO",712723
"ADMINISTRATIVO","15","SECRETARIA DE APOYO DOCENTE","SECRETARIA DE APOYO DOCENTE","DPTO MAT. Y CS. DE LA COMP.",981918
"PROFESIONALES","10","CONTADOR PUBLICO Y AUDITOR","AUDITOR I","CONTRALORIA UNIVERSITARIA",1611162
"PROFESIONALES","10","INGENIERO DE EJECUCION EN MINAS","RESPONSABLE TEC TEMP Y PRESION","DPTO INGENIERIA ELECTRICA",1627081
"AUXILIARES","21","MAYORDOMO","MAYORDOMO","CENTRO FELIX KLEIN",677944
"PROFESIONALES","6","INGENIERO CIVIL EN INFORMATICA","PROFESIONAL","UNIDAD REGIST. ACAD Y CURRICUL",2345017
"ADMINISTRATIVO","17","SECRETARIA DE DIRECCION","SECRETARIA DE DIRECCION","DIRECCIÓN DE POSTGRADO",754967
"PROFESIONALES","10","PERIODISTA","PROFESIONAL","DEPARTAMENTO DE COMUNICACIONES",1475252
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN INFORMATICA","PROFESIONAL","DPTO MAT. Y CS. DE LA COMP.",149059
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN INFORMATICA","PROFESIONAL","DPTO MAT. Y CS. DE LA COMP.",142378
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL EN INFORMATICA","PROFESIONAL","DPTO MAT. Y CS. DE LA COMP.",569508
"PROFESOR HORAS CLASES","S/G","INGENIERO DE EJECUCION EN MINAS","HORAS CLASE","DPTO INGENIERIA EN MINAS",315546
"PROFESOR HORAS CLASES","S/G","ADMINISTRADOR PUBLICO","HORAS CLASE","DPTO. GESTION Y POLITICAS PUB.",109636
"PROFESOR HORAS CLASES","S/G","INGENIERO DE EJECUCION EN MINAS","HORAS CLASE","DPTO INGENIERIA EN MINAS",102955
"AUXILIARES","21","MAYORDOMO","MAYORDOMO","FACULTAD DE CIENCIAS MEDICAS",695722
"PROFESIONALES","14","BIBLIOTECARIO DOCUMENTALISTA","BIBLIOTECARIO","FACULTAD DE HUMANIDADES",1296511
"PROFESOR HORAS CLASES","S/G","PERIODISTA","HORAS CLASE","ESCUELA DE PERIODISMO",191994
"PROFESIONALES","8","ABOGADO(A)","ABOGADO","CONTRALORIA UNIVERSITARIA",1873101
"PROFESOR HORAS CLASES","S/G","PSICOLOGO","HORAS CLASE","DPTO. TECNOLOGIAS GENERALES",509746
"ACADEMICOS","4","DOCTOR OF PHILOSOPHY IN TECHNICAL SCIENCES","ACADEMICO","DPTO INGENIERIA METALURGICA",3213209
"PROFESOR HORAS CLASES","S/G","PUBLICISTA","HORAS CLASE","DEPTO. DE PUBLICIDAD E IMAGEN",538222
"ADMINISTRATIVO","17","SECRETARIA DE DIRECCION","SECRETARIA DE DIRECCION","DPTO INGENIERIA METALURGICA",740914
"PROFESOR HORAS CLASES","S/G","PSICOLOGA","HORAS CLASE","ESCUELA DE PSICOLOGIA",59189
"PROFESOR HORAS CLASES","S/G","PSICOLOGA","HORAS CLASE","ESCUELA DE PSICOLOGIA",52508
"ACADEMICOS","4","DOCTOR EN MICROBIOLOGIA","ACADEMICO","DEPARTAMENTO DE BIOLOGIA",3128764
"ADMINISTRATIVO","17","ADMINISTRATIVO DE APOYO","ADMINISTRATIVO DE APOYO","DPTO MAT. Y CS. DE LA COMP.",740914
"TECNICO","18","TECNICO EN BIBLIOTECAS","TECNICO EN BIBLIOTECAS","UNIDAD DE BIBLIOTECAS",731977
"AUXILIARES","21","ESTAFETA","ESTAFETA","ESCUELA DE MEDICINA",787203
"ADMINISTRATIVO","15","SECRETARIO B","SECRETARIO B","DPTO INGENIERIA QUIMICA",870485
"ADMINISTRATIVO","12","ADMINISTRATIVO ESPECIALES","ADMINISTRATIVO ESPECIALES","DEPTO. BENEFICIOS ESTUDIANTILE",1060807
"PROFESIONALES","10","INGENIERO FISICO","ANALISTA DE GESTION I","DIRECCIÓN DE POSTGRADO",1627081
"PROFESIONALES","6","PSICOLOGO CLINICO","PSICOLOGO CLINICO","ESCUELA DE PSICOLOGIA",611323
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESPAÑOL","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",277970
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESPAÑOL","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",377309
"PROFESOR HORAS CLASES","S/G","ENFERMERA","HORAS CLASE","ESCUELA DE ENFERMERIA",711662
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL DE INDUSTRIAS","HORAS CLASE","DPTO. TECNOLOGIAS INDUSTRIALES",318493
"ACADEMICOS","4","DOCTOR EN CIENCIAS CON MENCION EN FISICA","ACADEMICO","DEPARTAMENTO DE FISICA",3128764
"PROFESOR HORAS CLASES","S/G","PROFESOR DE INGLES","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",807236
"ADMINISTRATIVO","12","ADMINISTRATIVO UNICIT","ADMINISTRATIVO UNICIT","UNIDAD DE COORDINACIÓN INSTIT.",721162
"PROFESIONALES","10","DISEÑADOR DE INTERIORES Y MOBILIARIO","JEFE DE LABORATORIO","FACULTAD DE INGENIERÍA",1475252
"TECNICO","19","ASISTENTE DE MANTENCION","ASISTENTE DE MANTENCION","FACULTAD DE QUIMICA Y BIOLOGIA",726390
"ADMINISTRATIVO","15","SECRETARIA EJECUTIVA GERENCIAL","SECRETARIA ADMINISTRATIVA","DEPARTAMENTO DE EDUCACIÓN",845791
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO INGENIERIA INFORMATICA",53188
"PROFESIONALES","8","INGENIERÍA DE EJECUCIÓN AGRÍCOLA CON MENCIÓN EN GANADERÍA","ANALISTA GEST. II COORD UNICIT","UNIDAD DE COORDINACIÓN INSTIT.",1701190
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",955862
"PROFESOR HORAS CLASES","S/G","MAGISTER EN HISTORIA","HORAS CLASE","DEPTO DE HISTORIA",253469
"PROFESOR HORAS CLASES","S/G","MAGISTER EN ADMINISTRACION Y DIRECCION DE RRHH.","HORAS CLASE","PROGRAMA BACHILLERATO",448049
"ADMINISTRATIVO","17","ADMINISTRATIVO REMUNERACIONES","ADMINISTRATIVO REMUNERACIONES","DPTO. DE RECURSOS HUMANOS",740914
"ADMINISTRATIVO","17","OPERADOR DE CALDERA","OPERADOR DE CALDERA","DEPARTAMENTO DE DEPORTES",950275
"PROFESIONALES","8","TECNOLOGO EN ADMINISTRACION DE PERSONAL","JEFE DE SECCION","DEPTO. DESARROLLO DE PERSONAS",1963104
"ADMINISTRATIVO","16","SECRETARIA DE APOYO DOCENTE","SECRETARIA DE APOYO DOCENTE","ESCUELA DE MEDICINA",785502
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO LINGUISTICA Y LITERATURA",993829
"AUXILIARES","23","AUXILIAR","AUXILIAR","UNIDAD DE GESTION DEL CAMPUS",506774
"PROFESOR HORAS CLASES","S/G","TERAPEUTA OCUPACIONAL","HORAS CLASE","FACULTAD DE CIENCIAS MEDICAS",161283
"PROFESOR HORAS CLASES","S/G","MAGISTER EN CIENCIA EN LA ESPECIALIDAD DE MATEMATICA","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",284651
"ADMINISTRATIVO","16","ADMINISTRATIVO DE PROCESO","ADMINISTRATIVO DE PROCESO","UNIDAD DE COORDINACIÓN INSTIT.",773593
"PROFESIONALES","13","MEDICO VETERINARIO","ANALISTA GEST. II COORD UNICIT","UNIDAD DE COORDINACIÓN INSTIT.",1188565
"PROFESOR HORAS CLASES","S/G","INGENIERO DE EJECUCION EN GEOMENSURA","HORAS CLASE","DPTO INGENIERIA GEOGRAFICA",253469
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN MATEMATICA Y COMPUTACION","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",94681
"PROFESOR HORAS CLASES","S/G","INGENIERO DE EJECUCION EN GEOMENSURA","HORAS CLASE","DPTO INGENIERIA GEOGRAFICA",123394
"PROFESOR HORAS CLASES","S/G","INGENIERO CIVIL","HORAS CLASE","DPTO INGENIERIA OBRAS CIVILES",191994
"PROFESOR HORAS CLASES","S/G","PROFESOR DE ESTADO EN MATEMATICA Y COMPUTACION","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",455168
"ACADEMICOS","6","MAGISTER EN NEUROCIENCIA","ACADEMICO","VICERRECTORIA ACADÉMICA",2550387
"PROFESOR HORAS CLASES","S/G","PROFESOR DE EDUCACION MEDIA EN FISICA Y CIENCIAS NATURALES","PROFESIONAL","DPTO. TECNOLOGIAS INDUSTRIALES",546675
"PROFESIONALES","8","PROFESOR DE EDUCACION MEDIA EN FISICA Y CIENCIAS NATURALES","PROFESIONAL","DIRECCIÓN CALIDAD Y SISTEMAS",2047448
"TECNICO","19","AUXILIAR DE SERVICIOS","AUXILIAR DE SERVICIOS","DEPTO DE CALIDAD VIDA ESTUDIAN",905019
"PROFESIONALES","14","INGENIERO DE EJECUCION EN INDUSTRIA","ANALISTA DE PROYECTOS","DPTO DE GESTIÓN DE LA INFRAEST",1283691
"PROFESIONALES","8","TECNOLOGO EN ADMINISTRACION DE PERSONAL","JEFE DE AREA","UNIDAD DE ADQUISICIONES",1837946
"ADMINISTRATIVO","15","SECRETARIA ADMINISTRATIVA","SECRETARIA ADMINISTRATIVA","DEPARTAMENTO DE EDUCACIÓN",913177
"AUXILIARES","21","MAYORDOMO","MAYORDOMO","ESCUELA DE ARQUITECTURA",675393
"TECNICO","17","TECNICO","TECNICO","ESCUELA DE MEDICINA",740914
"PROFESIONALES","5","INGENIERO COMERCIAL EN ADMINISTRACION DE EMPRESAS","ANALISTA DE LA CALIDAD","DIRECCIÓN CALIDAD Y SISTEMAS",2372243
"PROFESOR HORAS CLASES","S/G","HORAS CLASE","HORAS CLASE","DPTO MAT. Y CS. DE LA COMP.",993829
"PROFESOR HORAS CLASES","S/G","ESPECIALISTA EN PSIQUIATRIA","HORAS CLASE","ESCUELA DE MEDICINA",257134
